Name,City,Address,Rating_City,Rating_Food,Rating_Service,Rating_Value,Rating_Ambience,Rating_total,Rating_Excellent,Rating_Very_Good,Rating_Average,Rating_Bad,Rating_Very_Bad,Reviews,Type,Remarks,Expensive,Price,URL,Phone,Num_of_days,Menu
La Cambra dels Sentits,מחוז ולנסיה,"‪Calle Redolins 27‬ Calle Redolins,27, 46012 אל פלמאר, ולנסיה ספרד",מס' 3 מתוך 21 מסעדות באל פלמאר,45.0,45.0,45.0,40.0,4.5,291,87,12,3,4,397,"ים תיכוני, אירופאי, ספרדי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,72 ₪ - 109 ₪,http://www.restaurantelacambra.com/,+34 961 62 03 56,5.0,
Nozomi Sushi Bar,מחוז ולנסיה,"‪Calle Pedro III El Grande 11‬ Ruzafa, 46005, ולנסיה ספרד","מס' 69 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,40.0,45.0,4.5,832,172,47,17,11,"1,079","ידידותי לצמחוניים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",$$$$,"יפני, סושי, אסייתי, בריא",http://nozomisushibar.es/,+34 961 48 77 64,5.0,https://nozomisushibar.es/carta/menu-degustacion-omakase/
Le Favole,מחוז ולנסיה,,,,,,,4.5,"1,474",260,50,44,23,"1,851","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, משקאות",,"איטלקי, בריא, נפוליטני, קמפניה, סיציליאני, דרום איטלקי",,,7.0,
Rinconet Canovas,מחוז ולנסיה,"‪Calle del Conde de Altea 43‬, 46005, ולנסיה ספרד","מס' 79 מתוך 3,574 מסעדות בולנסיה",50.0,50.0,45.0,,5.0,98,10,2,1,1,112,"ידידותי לצמחוניים, אפשרויות לטבעונים","ארוחת ערב, שעות הלילה המאוחרות, משקאות",‪$$ - $$$‬,"ים תיכוני, ספרדי, אירופאי, בריא",https://www.facebook.com/RinconetCanovas/,+34 610 89 73 87,6.0,
Viva Napoli,מחוז ולנסיה,"‪Calle Reina 60‬, 46011, ולנסיה ספרד","מס' 81 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,45.0,,4.5,730,171,47,22,15,985,"ידידותי לצמחוניים, אפשרויות לטבעונים","ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"איטלקי, פיצה, ים תיכוני, אירופאי, נפוליטני, קמפניה, דרום איטלקי",http://www.facebook.com/vivanapolivalencia/?fref=ts,+34 674 86 97 37,6.0,https://drive.google.com/file/d/1fwD8EfFatKqy3yAhsjdeAgenhAoShHT0/view?usp=sharing
Bar Cosmo Valencia,מחוז ולנסיה,"‪Calle María Cristina 8‬, 46001, ולנסיה ספרד","מס' 88 מתוך 3,574 מסעדות בולנסיה",50.0,50.0,50.0,,5.0,93,9,0,1,1,104,"ים תיכוני, אירופאי, ספרדי, בריא, בינלאומי","ידידותי לצמחוניים, אפשרויות לטבעונים",‪$$ - $$$‬,25 ₪ - 101 ₪,http://www.hotelcosmovalencia.com/bar-cosmo/,+34 960 47 93 02,,https://www.hotelcosmovalencia.com/bar-cosmo/
Arrocería El Rek,מחוז ולנסיה,,,,,,,5.0,86,8,2,0,2,98,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",,"ים תיכוני, אירופאי, ספרדי, בריא",,,6.0,
Brunch Corner - Sant Bult,מחוז ולנסיה,"‪Placa de Sant Bult 3‬, 46003, ולנסיה ספרד","מס' 92 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,45.0,,4.5,418,111,32,16,4,581,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת בוקר, ארוחת צהריים, בראנץ', משקאות",‪$$ - $$$‬,"בית קפה, אירופאי",http://www.brunchcorner.es/,+34 961 48 91 84,,
USUAL resto-bar,מחוז ולנסיה,"‪Calle Moratín 13‬, 46002, ולנסיה ספרד","מס' 96 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,45.0,,4.5,584,125,29,12,15,765,"אירופאי, ספרדי, בינלאומי, בריא, גסטרופאב","ידידותי לצמחוניים, אפשרויות ללא גלוטן, אפשרויות לטבעונים",‪$$ - $$$‬,54 ₪ - 127 ₪,https://www.facebook.com/usualrestobar/,+34 960 69 74 98,,https://www.usualrestobar.com/
Brunch Corner - La Virgen,מחוז ולנסיה,"‪Calle Conde de Almodóvar, 1‬ Bajo Izquierda, 46003, ולנסיה ספרד","מס' 98 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,45.0,,4.5,208,52,15,9,5,289,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת בוקר, ארוחת צהריים, בראנץ', משקאות",$,"אמריקאי, אירופאי, אנגלי, בית קפה",https://www.facebook.com/brunchcornerlavirgen/,+34 963 91 52 30,7.0,
La Chipirona Cocina de Mar,מחוז ולנסיה,"‪Calle del Maestro Gozalbo 29‬, 46005, ולנסיה ספרד","מס' 103 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,45.0,,4.5,251,50,6,5,15,327,"ים תיכוני, ספרדי, פיוז'ן","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,36 ₪ - 109 ₪,http://restaurantelachipirona.com/,+34 640 11 60 24,6.0,
beGreen Salad Company,מחוז ולנסיה,"‪Calle de Martinez Cubells 10‬, 46002, ולנסיה ספרד",מס' 51 מתוך 248 בריא בולנסיה,45.0,45.0,45.0,35.0,4.5,237,52,12,13,8,322,"מזון מהיר, בריא","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$,11 ₪ - 43 ₪,http://www.begreensalads.com/,+34 963 76 93 14,,
Kamon,מחוז ולנסיה,"‪Calle del Conde de Altea 42‬, 46005, ולנסיה ספרד","מס' 110 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,40.0,35.0,4.5,759,266,64,24,23,"1,136","יפני, סושי, אסייתי, בריא, פיוז'ן","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,65 ₪ - 145 ₪,http://kamon.es/,+34 963 25 48 39,5.0,http://kamon.es/menus/
La Fábrica del Grao,מחוז ולנסיה,"‪Calle Cristo del Grao 14‬, 46011, ולנסיה ספרד","מס' 117 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,45.0,,4.5,331,76,22,6,13,448,"מקסיקני, בר, ים תיכוני, ספרדי, אמריקאי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,22 ₪ - 90 ₪,http://lafabricavalencia.es/,+34 633 04 08 85,7.0,https://lafabricavalencia.es/
Dukala,מחוז ולנסיה,"‪Calle Doctor Sanchis Bergon 27‬, 46008, ולנסיה ספרד","מס' 118 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,45.0,45.0,4.5,330,127,18,3,8,486,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",‪$$ - $$$‬,"מרוקאי, ים תיכוני, פיוז'ן",http://www.facebook.com/pages/Restaurant-Dukala/110195052385056,+34 963 92 62 53,,
Almalibre Açai House Valencia,מחוז ולנסיה,"‪Calle Roteros 16‬, 46003, ולנסיה ספרד","מס' 121 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,45.0,,4.5,481,160,44,12,2,699,בריא,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,22 ₪ - 36 ₪,http://www.almalibreacaihouse.com/valencia,+34 961 04 84 75,,https://www.almalibreacaihouse.com/valencia
Ostras Pedrin Valencia,מחוז ולנסיה,"‪Calle Bonaire 23‬, 46003, ולנסיה ספרד","מס' 125 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,40.0,,4.5,177,90,17,8,2,294,אפשרויות ללא גלוטן,"בראנץ', ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"מאכלי ים, ים תיכוני, אירופאי, ספרדי",http://ostraspedrinbar.com/,+34 963 76 70 54,7.0,
La Piazza Correos,מחוז ולנסיה,"‪Calle de Correos 7‬, 46002, ולנסיה ספרד","מס' 128 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,45.0,,4.5,191,65,15,9,7,287,"איטלקי, פיצה, ים תיכוני, אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,29 ₪ - 72 ₪,http://www.lapiazza.es/,+34 963 02 24 22,6.0,https://lapiazza.es/menu-semanal-italiano/
Kathmandu Nepali Indian Restaurant,מחוז ולנסיה,,,,,,,5.0,52,2,0,0,0,54,"הודי, נפאלי, אסייתי, בלטי, מזרח אירופאי","ארוחת צהריים, ארוחת ערב, משקאות",,52 ₪ - 104 ₪,,,,
Angus Burguer & Grill,מחוז ולנסיה,,,,,,,4.5,483,166,51,16,23,739,"אמריקאי, מסעדת סטייקים, ברביקיו, גריל","ידידותי לצמחוניים, אפשרויות ללא גלוטן",,36 ₪ - 127 ₪,,,7.0,
La Terrazza (plz La Virgen),מחוז ולנסיה,"‪Calle de los Caballeros Numero 5‬ Numero 5, 46001, ולנסיה ספרד","מס' 138 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,45.0,,5.0,83,11,1,1,2,98,ידידותי לצמחוניים,"ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"איטלקי, מסעדת סטייקים, פיצה, ים תיכוני, ספרדי",http://www.laterrazzavlc.com/,+34 963 15 49 53,7.0,
El Gastronomo,מחוז ולנסיה,"‪Avenida Primado Reig 149‬, 46020, ולנסיה ספרד","מס' 145 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,40.0,40.0,4.5,198,90,18,6,6,318,"ים תיכוני, אירופאי, ספרדי, בינלאומי","ידידותי לצמחוניים, אפשרויות ללא גלוטן",$$$$,90 ₪ - 145 ₪,http://www.elgastronomorestaurante.com/,+34 963 69 70 36,,http://www.elgastronomorestaurante.com/cartas/menu/
Restaurante Elbar Valencia,מחוז ולנסיה,"‪Avenida Instituto Obrero de Valencia 20‬, 46013, ולנסיה ספרד","מס' 146 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,45.0,,4.5,538,241,49,31,28,887,"ים תיכוני, אירופאי, ספרדי, בריא","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,18 ₪ - 65 ₪,http://www.elbarvalencia.com/,+34 963 31 41 13,7.0,https://www.elbarvalencia.com/wp-content/uploads/2022/04/20220331_CARTA-ELBAR-QR.pdf
Restaurante Lienzo,מחוז ולנסיה,"‪Placa Tetuan 18‬ Bajo Derecho, 46003, ולנסיה ספרד","מס' 149 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,40.0,45.0,4.5,368,138,44,20,20,590,"ים תיכוני, ספרדי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$$$$,90 ₪ - 326 ₪,http://www.restaurantelienzo.com/,+34 963 52 10 81,5.0,
La Salvaora,מחוז ולנסיה,"‪Calle Calatrava 19‬, 46001, ולנסיה ספרד","מס' 153 מתוך 3,574 מסעדות בולנסיה",45.0,40.0,40.0,40.0,4.5,409,210,47,26,15,707,"ידידותי לצמחוניים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",‪$$ - $$$‬,"ים תיכוני, אירופאי, ספרדי",http://www.lasalvaora.com/,+34 963 92 14 84,6.0,http://www.lasalvaora.com/nuestros-menus/
Vaqueta Gastro Mercat,מחוז ולנסיה,,,,,,,4.5,464,136,69,29,44,742,"סושי, אסייתי, ים תיכוני, ספרדי, בריא",אפשרויות ללא גלוטן,,54 ₪ - 127 ₪,,,7.0,
Shahi Restaurante,מחוז ולנסיה,"‪Avenida Blasco Ibanez 153‬, 46022, ולנסיה ספרד","מס' 160 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,45.0,,4.5,494,133,49,24,30,730,"פקיסטני, הודי","חלאל, ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$,33 ₪ - 54 ₪,http://www.shahirestaurante.com/,+34 963 38 90 27,,https://www.shahirestaurante.com/shahi-carta
Refugio,מחוז ולנסיה,"‪Calle Alta 42‬, 46003, ולנסיה ספרד","מס' 165 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,45.0,40.0,4.5,526,211,65,22,15,839,"ים תיכוני, אירופאי, ספרדי, בינלאומי, פיוז'ן","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,62 ₪ - 155 ₪,http://www.refugiorestaurante.com/,+34 690 61 70 18,,https://www.tripadvisor.co.il/Restaurant_Review-g187529-d1632643-Reviews-Refugio-Valencia_Province_of_Valencia_Valencian_Country.html#
Mateu,מחוז ולנסיה,,,,,,,4.5,273,163,47,12,5,500,"ים תיכוני, אירופאי, ספרדי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,54 ₪ - 145 ₪,,,7.0,
Camaleón,מחוז ולנסיה,"‪Calle d'Albacete 18‬, 46007, ולנסיה ספרד","מס' 173 מתוך 3,574 מסעדות בולנסיה",45.0,40.0,40.0,,4.5,209,73,17,11,16,326,"ים תיכוני, ספרדי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,36 ₪ - 72 ₪,http://es-es.facebook.com/restaurantecamaleon,+34 963 41 42 58,6.0,https://www.facebook.com/restaurantecamaleon/photos/a.138864349643403/1335999823263177/?type=3&theater
La Rentaora,מחוז ולנסיה,,,,,,,4.5,203,128,32,9,3,375,"בר, ים תיכוני, אירופאי, ספרדי","ידידותי לצמחוניים, אפשרויות לטבעונים",,36 ₪ - 54 ₪,,,,
Bar Restaurante Aduana,מחוז ולנסיה,"‪Muelle Plaza Aduana, s/n‬, 46024, ולנסיה ספרד",מס' 13 מתוך 109 מאכלי ים בולנסיה,45.0,45.0,40.0,40.0,4.5,358,216,29,14,14,631,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",‪$$ - $$$‬,"מאכלי ים, ים תיכוני, ספרדי, בריא",http://www.restauranteaduana.es/,+34 963 67 26 77,6.0,http://restauranteaduana.es/carta/
Los Gómez Taberna,מחוז ולנסיה,,,,,,,4.5,"1,350",492,136,71,52,"2,101","ים תיכוני, אירופאי, ספרדי, בריא","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,25 ₪ - 90 ₪,,,7.0,
Tributo Brasas Bar,מחוז ולנסיה,,,,,,,4.5,163,74,18,6,8,269,"ים תיכוני, ספרדי, גריל, פיוז'ן","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,72 ₪ - 181 ₪,,,,
Puerta del Mar,מחוז ולנסיה,"‪Calle Transits 4‬, 46002, ולנסיה ספרד","מס' 189 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,40.0,40.0,4.5,"1,599",577,164,84,83,"2,507","מאכלי ים, ספרדי, גריל, ים תיכוני, אירופאי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,54 ₪ - 127 ₪,http://www.restaurantepuertadelmar.com/,+34 963 94 00 08,7.0,https://www.restaurantepuertadelmar.com/
Nabucco Restaurante,מחוז ולנסיה,,,,,,,4.5,138,22,6,5,5,176,"איטלקי, ים תיכוני, ספרדי","אפשרויות לטבעונים, אפשרויות ללא גלוטן",,72 ₪ - 181 ₪,,,6.0,
Fun-tastik,מחוז ולנסיה,"‪Calle Ciscar 56‬, 46005, ולנסיה ספרד",מס' 1 מתוך 12 פיוז'ן יפני בולנסיה,45.0,45.0,40.0,,4.5,149,18,13,10,7,197,"ים תיכוני, פיוז'ן, מסעדות בירה, פיוז'ן יפני",ידידותי לצמחוניים,‪$$ - $$$‬,72 ₪ - 127 ₪,http://www.funtastik.es/,+34 625 78 98 76,6.0,https://www.funtastik.es/wp-content/uploads/2021/06/CARTA-U%C3%8C%C2%81LTIMA-JUNIO2021-scaled.jpg
La Majada Quesos,מחוז ולנסיה,"‪Calle Felix Pizcueta 15‬, 46004, ולנסיה ספרד","מס' 203 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,40.0,,4.5,146,81,10,8,6,251,"ידידותי לצמחוניים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, בראנץ'",‪$$ - $$$‬,"ספרדי, בר יין",http://www.lamajadaquesos.com/,+34 963 54 50 28,,
La Casa Del Tapeo,מחוז ולנסיה,"‪Avenida Gaspar Aguilar 109‬, 46017, ולנסיה ספרד","מס' 119 מתוך 1,957 ספרדי בולנסיה",45.0,45.0,45.0,40.0,4.5,245,120,23,8,13,409,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, בראנץ'",‪$$ - $$$‬,"ים תיכוני, ספרדי",http://www.lacasadeltapeo.com/,+34 963 78 91 95,,http://www.lacasadeltapeo.com/menu.html
Taberna la Mora,מחוז ולנסיה,,,,,,,4.5,411,186,53,19,21,690,"ים תיכוני, אירופאי, ספרדי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,72 ₪ - 127 ₪,,,,
Restaurante Aljuzama,מחוז ולנסיה,"‪Plaza Xuquer 10‬, 46021, ולנסיה ספרד","מס' 211 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,45.0,40.0,4.5,93,45,1,0,2,141,"מרוקאי, ערבית, ים תיכוני, מזרח תיכוני","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן",‪$$ - $$$‬,18 ₪ - 72 ₪,http://www.aljuzama.com/,+34 687 33 43 07,,http://www.aljuzama.com/menus-halal-valencia/
Kreas,מחוז ולנסיה,"‪Calle Luis Bolinches Compan 6‬, 46023, ולנסיה ספרד","מס' 214 מתוך 3,574 מסעדות בולנסיה",40.0,45.0,40.0,,4.5,159,90,32,6,7,294,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"ים תיכוני, מעדנייה, אירופאי, יווני",http://www.facebook.com/kreasgriego/,+34 663 32 19 94,,
Pizzeria Raices,מחוז ולנסיה,,,,,,,5.0,81,6,1,0,2,90,ידידותי לצמחוניים,"ארוחת צהריים, ארוחת ערב",,"איטלקי, פיצה, ים תיכוני, אירופאי, נפוליטני, קמפניה, דרום איטלקי",,,,
Burger Beer Ciencias,מחוז ולנסיה,"‪Calle Luis Bolinches Compan 10‬, 46023, ולנסיה ספרד","מס' 222 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,40.0,40.0,4.5,521,317,70,18,27,953,"אמריקאי, ברביקיו",אפשרויות ללא גלוטן,‪$$ - $$$‬,36 ₪ - 109 ₪,http://www.burgerbeer.es/,+34 963 25 36 06,,
El Infante,מחוז ולנסיה,,,,,,,4.5,154,46,16,11,9,236,"ים תיכוני, ספרדי","ידידותי לצמחוניים, אפשרויות ללא גלוטן",,43 ₪ - 145 ₪,,,7.0,
The Royal Buddha Valencia,מחוז ולנסיה,"‪Calle Císcar 22‬ Zona Cánovas, 46005, ולנסיה ספרד","מס' 231 מתוך 3,574 מסעדות בולנסיה",35.0,35.0,35.0,,5.0,82,5,0,0,4,91,אפשרויות לטבעונים,"ארוחת ערב, ארוחת צהריים",‪$$ - $$$‬,"הודי, אסייתי, בלטי, נפאלי",,+34 961 87 71 50,6.0,
El Coso,מחוז ולנסיה,,,,,,,3.5,847,674,360,251,324,"2,456","ידידותי לצמחוניים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",,"מאכלי ים, ים תיכוני, אירופאי, ספרדי, בריא",,,7.0,
Al Solito Posto,מחוז ולנסיה,"‪Paseo Alameda 49‬, 46023, ולנסיה ספרד","מס' 235 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,40.0,45.0,4.5,463,232,71,30,20,816,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, בראנץ', שעות הלילה המאוחרות, משקאות",‪$$ - $$$‬,איטלקי,http://www.alsolitoposto.es/en/,+34 963 61 43 40,,https://www.alsolitoposto.es/menu-category/ciccia/
Tria Restaurant,מחוז ולנסיה,"‪Placa De La Porta De La Mar 6‬, 46004, ולנסיה ספרד","מס' 238 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,45.0,,4.5,135,51,19,2,3,210,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"ים תיכוני, ספרדי",http://es-es.facebook.com/pages/category/Mediterranean-Restaurant/TRIA-Restaurant-1216604281685875,+34 963 68 48 56,,https://www.triarestaurant.com/restaurant/dinner
Palau Alameda,מחוז ולנסיה,,,,,,,4.0,307,82,30,23,52,494,"ים תיכוני, אירופאי, ספרדי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,90 ₪ - 181 ₪,,,6.0,
El Raco De La Paella,מחוז ולנסיה,"‪Calle Mossen Rausell 17‬, 46015, ולנסיה ספרד","מס' 246 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,40.0,40.0,4.5,274,101,26,14,26,441,"ים תיכוני, אירופאי, ספרדי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,72 ₪ - 145 ₪,http://www.elracodelapaella.es/,+34 963 48 82 52,3.0,https://www.facebook.com/Elracodelapaella/photos/a.187834954734010/421316074719229/?type=3&theater
Bodego de la Sarieta,מחוז ולנסיה,,,,,,,4.0,289,206,56,22,25,598,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות, משקאות",,"ים תיכוני, אירופאי, ספרדי, קטלאנית",,,,
Restaurant Malcom and Barret,מחוז ולנסיה,"‪Avenida Ausias March 59‬, 46013, ולנסיה ספרד","מס' 253 מתוך 3,574 מסעדות בולנסיה",45.0,50.0,45.0,,4.5,106,64,6,6,5,187,"בינלאומי, ים תיכוני, אירופאי, ספרדי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,18 ₪ - 69 ₪,http://www.facebook.com/Restaurante-Malcom-and-Barret-1011643632313581/,+34 960 62 74 58,,https://hotelmalcomandbarret.com/es/download/93790
La Cigrona Restaurant,מחוז ולנסיה,"‪Calle Serranos 22‬ Ciutat Vella, 46003, ולנסיה ספרד","מס' 260 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,40.0,40.0,4.5,387,219,62,24,28,720,"ים תיכוני, אירופאי, ספרדי, בריא","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,72 ₪ - 90 ₪,http://lacigrona.com/,+34 963 15 37 52,,http://www.lacigrona.com/comida/
Shiraz,מחוז ולנסיה,,,,,,,4.5,147,78,21,9,6,261,"אירופאי, ספרדי, בינלאומי, ים תיכוני","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,36 ₪ - 54 ₪,,,,
Restaurante Copenhagen,מחוז ולנסיה,"‪Calle Literato Azorin 8‬, 46006, ולנסיה ספרד","מס' 264 מתוך 3,574 מסעדות בולנסיה",40.0,40.0,40.0,40.0,4.0,398,272,99,45,19,833,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, משקאות",‪$$ - $$$‬,בריא,http://www.restaurantecopenhagen.es/,+34 963 28 99 28,7.0,https://www.restaurantecopenhagen.es/
Destino Puerto,מחוז ולנסיה,,,,,,,4.0,438,128,36,29,83,714,"פאב, ים תיכוני, ספרדי, גסטרופאב","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,36 ₪ - 163 ₪,,,7.0,
Arroceria Bosca 29,מחוז ולנסיה,"‪Carrer d'Eduard Boscà 29‬, 46023, ולנסיה ספרד","מס' 271 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,40.0,,4.5,86,32,5,5,1,129,"ים תיכוני, ספרדי, עכשווי","ידידותי לצמחוניים, אפשרויות ללא גלוטן",‪$$ - $$$‬,54 ₪ - 109 ₪,http://bosca29.com/,+34 961 67 05 40,6.0,https://www.tripadvisor.co.il/Restaurant_Review-g187529-d13810557-Reviews-Arroceria_Bosca_29-Valencia_Province_of_Valencia_Valencian_Country.html#
Sorsi e Morsi Cánovas,מחוז ולנסיה,,,,,,,4.5,167,78,20,4,10,279,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",,"איטלקי, ים תיכוני, אירופאי",,,,
Apicius,מחוז ולנסיה,"‪Calle Eolo 7‬ C/Eolo, 7, 46021, ולנסיה ספרד","מס' 281 מתוך 3,574 מסעדות בולנסיה",45.0,45.0,40.0,45.0,4.5,184,73,26,13,4,300,"עכשווי, ים תיכוני, ספרדי","ידידותי לצמחוניים, אפשרויות ללא גלוטן",$$$$,123 ₪ - 275 ₪,http://www.restaurante-apicius.com/,+34 963 93 63 01,4.0,https://www.restaurante-apicius.com/nuestra-gastronomia/
Origen Clandestino,מחוז ולנסיה,,,,,,,4.5,185,61,26,7,8,287,"ארוחת צהריים, ארוחת ערב","הזמנות, ישיבה, נגישות לכיסא גלגלים, מגישה אלכוהול, מקבל כרטיסי אשראי, שירות לשולחנות",,"לטיני, קולומביאני, פיוז'ן",,,,
Apotheke,מחוז ולנסיה,,,,,,,4.5,231,38,22,12,26,329,גסטרופאב,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,109 ₪ - 181 ₪,,,6.0,
Restaurante Yuso,מחוז ולנסיה,,,,,,,4.0,275,175,57,25,24,556,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",,"ים תיכוני, אירופאי, ספרדי, בריא",,,,
Il Cortile - Valencia,מחוז ולנסיה,"‪Calle Burriana 33‬ Esquina con Calle Císcar, 46005, ולנסיה ספרד","מס' 212 מתוך 1,663 ים תיכוני בולנסיה",45.0,45.0,40.0,,4.5,169,21,11,8,13,222,"איטלקי, פיצה, ים תיכוני, אירופאי, נפוליטני, קמפניה, טוסקאני, רומאי, לאציו, סיציליאני, מרכז-איטלקי, דרום איטלקי","ידידותי לצמחוניים, אפשרויות לטבעונים",‪$$ - $$$‬,36 ₪ - 109 ₪,http://www.ilcortile.es/,+34 963 90 70 53,6.0,https://www.ilcortile.es/menu-diario/
Ginebre Restaurant,מחוז ולנסיה,,,,,,,4.5,120,80,24,1,5,230,"ים תיכוני, אירופאי, ספרדי, פיוז'ן","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,54 ₪ - 109 ₪,,,,
Restaurante Mirador Casa Angel,מחוז ולנסיה,,,,,,,4.0,655,271,97,53,58,"1,134","ים תיכוני, ספרדי, בריא","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,36 ₪ - 72 ₪,,,5.0,
