Name,City,Address,Rating_City,Rating_Food,Rating_Service,Rating_Value,Rating_Ambience,Rating_total,Rating_Excellent,Rating_Very_Good,Rating_Average,Rating_Bad,Rating_Very_Bad,Reviews,Type,Remarks,Expensive,Price,URL,Phone,Num_of_days,Menu
Avinyo10,מחוז ברצלונה,"‪Carrer Avinyo, 10‬, 08002 ברצלונה ספרד","מס' 245 מתוך 8,850 מסעדות בברצלונה",40,40,40,,4.5,"1,593",313,104,80,100,"2,190","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, משקאות",‪$$ - $$$‬,"ים תיכוני, אירופאי, ספרדי, בריא, קטלאנית",http://avinyo10.com/,+34 932 50 33 29,7.0,https://www.eltenedor.es/restaurante/avinyo-10/294047
Sartoria Panatieri Gràcia,מחוז ברצלונה,"‪Carrer de l'Encarnació 51‬, 08024 ברצלונה ספרד","מס' 249 מתוך 8,850 מסעדות בברצלונה",45,45,40,,4.5,164,28,14,3,4,213,"איטלקי, פיצה, ים תיכוני","ידידותי לצמחוניים, אפשרויות לטבעונים",‪$$ - $$$‬,72 ₪ - 127 ₪,http://sartoriapanatieri.com/,+34 931 37 63 85,,http://sartoriapanatieri.com/carta_es.pdf
Bo de Boqueria,מחוז ברצלונה,"‪Carrer de Petxina 5-7‬ Ground floor, 08001 ברצלונה ספרד","מס' 251 מתוך 8,850 מסעדות בברצלונה",45,45,40,35,4.5,851,237,39,22,31,"1,180","מאכלי ים, ים תיכוני, ספרדי, קטלאנית","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,36 ₪ - 109 ₪,https://www.facebook.com/pg/bodeboqueria/about/?ref=page_internal,+34 933 04 22 94,7.0,https://www.tripadvisor.co.il/Restaurant_Review-g187497-d4133942-Reviews-Bo_de_Boqueria-Barcelona_Catalonia.html#
Shanghai Stories,מחוז ברצלונה,,,,,,,4.5,46,10,0,2,3,61,"סיני, אסייתי","ידידותי לצמחוניים, אפשרויות לטבעונים",,36 ₪ - 109 ₪,,,,
La Llibertaria,מחוז ברצלונה,"‪Tallers, 48‬, 08001 ברצלונה ספרד","מס' 260 מתוך 8,850 מסעדות בברצלונה",45,45,45,45,4.5,292,75,18,10,11,406,"ידידותי לצמחוניים, אפשרויות ללא גלוטן","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, בראנץ', שעות הלילה המאוחרות, משקאות",$,"בר, ים תיכוני, ספרדי",https://www.facebook.com/pages/La-Llibert%C3%A0ria/264266666989977,+34 930 94 02 62,,
La Tasqueta De Blai,מחוז ברצלונה,"‪Carrer de Blai, 15-17‬, 08004 ברצלונה ספרד","מס' 261 מתוך 8,850 מסעדות בברצלונה",45,45,45,45,4.5,"1,949",602,113,47,74,"2,785","אירופאי, גסטרופאב","ידידותי לצמחוניים, אפשרויות לטבעונים",$,18 ₪ - 109 ₪,http://www.latasquetadeblai.com/,+34 930 13 03 18,7.0,https://quecarta.com/la-tasqueta-de-blai
Arabia Cafe-Restaurant,מחוז ברצלונה,,,,,,,4.5,"1,226",167,69,40,73,"1,575","ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",,"ערבית, לבנוני, מרוקאי, ים תיכוני, מזרח תיכוני",,,,
Bodega La Palma,מחוז ברצלונה,"‪Carrer de la Palma de Sant Just, 7‬, 08002 ברצלונה ספרד","מס' 151 מתוך 1,954 אירופאי בברצלונה",45,45,45,45,4.5,317,154,33,12,8,524,"ים תיכוני, אירופאי, ספרדי, קטלאנית","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,36 ₪ - 90 ₪,http://www.facebook.com/BodegaPalma,+34 933 15 06 56,,https://bit.ly/3gSeuOX
The Fish & Chips Shop,מחוז ברצלונה,"‪Calle Rocafort 70‬ Sant Antoni, 08015 ברצלונה ספרד","מס' 275 מתוך 8,850 מסעדות בברצלונה",45,45,45,45,4.5,597,196,37,10,13,853,"ים תיכוני, אנגלי, מזרח תיכוני, אירופאי, פיוז'ן","ארוחת צהריים, ארוחת ערב",$,25 ₪ - 72 ₪,http://thefishandchipsshop.es/,+34 677 83 41 17,,
De-paso by Tras Paso,מחוז ברצלונה,"‪Calle Fluvia 24‬, 08019 ברצלונה ספרד","מס' 279 מתוך 8,850 מסעדות בברצלונה",45,45,45,45,4.5,173,67,14,7,3,264,"ים תיכוני, אירופאי, ספרדי, קטלאנית, בינלאומי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,24 ₪ - 52 ₪,http://www.tras-paso.com/,+34 933 08 22 72,,
La Selva,מחוז ברצלונה,"‪Carrer de la Industria, 138‬, 08025 ברצלונה ספרד","מס' 281 מתוך 8,850 מסעדות בברצלונה",45,45,40,,4.5,722,207,50,13,25,"1,017",גריל,אפשרויות ללא גלוטן,$$$$,90 ₪ - 181 ₪,http://laselvabarcelona.com/,+34 933 48 72 99,7.0,https://laselvabarcelona.com/carta-de-precios/
Monster Sushi - Girona 68,מחוז ברצלונה,,,,,,,5.0,3,0,0,0,0,3,"יפני, סושי, אסייתי, פיוז'ן, פיוז'ן יפני","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות, משקאות",,72 ₪ - 163 ₪,,,7.0,
Ascent Restaurant,מחוז ברצלונה,"‪Carrer dels Arcs 10‬ Hotel Catalonia Catedral, 08002 ברצלונה ספרד","מס' 290 מתוך 8,850 מסעדות בברצלונה",45,45,45,40,4.5,284,99,24,9,11,427,אירופאי,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,90 ₪ - 362 ₪,http://www.restauranteascent.com/,+34 933 18 70 66,7.0,http://www.restauranteascent.com/es/carta
El Casal,מחוז ברצלונה,"‪Placa Victor Balaguer 5‬ A 2 min de la iglesia Santa Maria del Mar, 08003 ברצלונה ספרד","מס' 190 מתוך 3,608 ים תיכוני בברצלונה",45,45,45,45,4.5,708,198,43,23,13,985,"ים תיכוני, אירופאי, קטלאנית, בינלאומי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$,18 ₪ - 90 ₪,http://www.elcasalcafe.com/,+34 932 68 40 04,,
Fonda Espanya Restaurante,מחוז ברצלונה,"‪Sant Pau 9‬, 08015 ברצלונה ספרד","מס' 196 מתוך 3,608 ים תיכוני בברצלונה",45,45,45,45,4.5,711,338,79,29,14,"1,171","ים תיכוני, אירופאי, ספרדי, קטלאנית","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$$$$,72 ₪ - 127 ₪,http://www.hotelespanya.com/es/restaurante-fonda-espana,+34 935 50 00 10,4.0,https://www.tripadvisor.co.il/Restaurant_Review-g187497-d2196378-Reviews-Fonda_Espanya_Restaurante-Barcelona_Catalonia.html#
Intrepid De Gracia,מחוז ברצלונה,"‪Torrent De L'olla 176‬, 08012 ברצלונה ספרד","מס' 302 מתוך 8,850 מסעדות בברצלונה",45,45,45,,4.5,261,54,22,11,11,359,"בר, בינלאומי, ים תיכוני, אירופאי, קטלאנית","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,25 ₪ - 43 ₪,https://www.facebook.com/intrepidegracia?ref=hl,+34 635 86 73 80,6.0,https://business.google.com/u/2/photos/l/13848784687170196487
Les Finestres de Lluria,מחוז ברצלונה,"‪Calle Roger de Lluria, 60‬ Consell De Cent, 08009 ברצלונה ספרד","מס' 305 מתוך 8,850 מסעדות בברצלונה",45,45,45,35,4.5,209,83,20,10,4,326,"ים תיכוני, אירופאי, עכשווי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,43 ₪ - 109 ₪,http://www.restaurantelesfinestresdelluria.com/,+34 932 72 00 50,,http://www.restaurantelesfinestresdelluria.com/es/carta
Vic Braseria,מחוז ברצלונה,"‪Sicilia 202‬, 08013 ברצלונה ספרד","מס' 309 מתוך 8,850 מסעדות בברצלונה",45,45,45,45,4.5,667,302,64,19,15,"1,067","מסעדת סטייקים, ברביקיו, ים תיכוני, אירופאי, ספרדי, גריל, בריא, קטלאנית","ידידותי לצמחוניים, אפשרויות ללא גלוטן",‪$$ - $$$‬,35 ₪ - 104 ₪,http://vicbraseria.myrestoo.net/es/reservar,+34 935 32 16 91,6.0,http://www.vicbraseria.com/menus
Angle Barcelona,מחוז ברצלונה,"‪C/ Arago, 214‬ Hotel Cram, 08011 ברצלונה ספרד",מס' 96 מתוך 640 בריא בברצלונה,45,45,40,45,4.5,455,136,40,16,10,657,"ים תיכוני, אירופאי, ספרדי, בריא, פיוז'ן",אפשרויות ללא גלוטן,$$$$,525 ₪ - 652 ₪,http://www.anglebarcelona.com/,+34 932 16 77 77,7.0,http://www.anglebarcelona.com/en/#the-menu
Colibri Brunch,מחוז ברצלונה,,,,,,,4.5,337,38,11,7,21,414,"בר, אירופאי, אמריקאי, בית קפה, אנגלי",אפשרויות ללא גלוטן,,18 ₪ - 54 ₪,,,,
La Confiteria,מחוז ברצלונה,,,,,,,4.5,215,60,8,5,9,297,משקאות,"ישיבה בחוץ, ישיבה, נגישות לכיסא גלגלים, מגישה אלכוהול, בר מלא, Wi-fi חינם, מקבל כרטיסי אשראי, שירות לשולחנות",,בר,,,,
La Pepita,מחוז ברצלונה,"‪C /Corsega 343‬, 08037 ברצלונה ספרד","מס' 178 מתוך 1,954 אירופאי בברצלונה",45,45,40,45,4.5,"2,071",649,212,67,48,"3,047","ים תיכוני, אירופאי, ספרדי, קטלאנית, עכשווי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,72 ₪ - 181 ₪,http://www.lapepitabcn.com/,+34 932 38 48 93,7.0,
Taberna Babia,מחוז ברצלונה,,,,,,,4.5,192,89,19,6,4,310,ספרדי,ידידותי לצמחוניים,,48 ₪ - 76 ₪,,,,
MonDoré,מחוז ברצלונה,"‪c/ FLORIDABLANCA, 3‬ Sant Antoni, 08015 ברצלונה ספרד","מס' 332 מתוך 8,850 מסעדות בברצלונה",45,45,45,45,4.5,472,188,53,16,12,741,"בר, ים תיכוני, אירופאי, ספרדי, פאב","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,54 ₪ - 109 ₪,http://www.mondore.es/,+34 934 26 04 56,5.0,
Ramen-ya Hiro,מחוז ברצלונה,,,,,,,4.5,764,313,93,21,28,"1,219",ידידותי לצמחוניים,"ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",,"יפני, אסייתי, מרקים",,,,
Sabor Persa,מחוז ברצלונה,"‪Calle Valencia 210‬, 08011 ברצלונה ספרד","מס' 339 מתוך 8,850 מסעדות בברצלונה",45,45,45,,4.5,203,29,16,4,7,259,"ידידותי לצמחוניים, אפשרויות לטבעונים, חלאל, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"מזרח תיכוני, פרסי",http://saborpersa.es/,+34 931 43 27 85,,
Lluis de les moles,מחוז ברצלונה,"‪C/ De Les Moles 25‬ At 25 Meters From Calle Fontanella and 200 Meters From Plaza Cataluna, 08002 ברצלונה ספרד","מס' 341 מתוך 8,850 מסעדות בברצלונה",45,45,45,40,4.5,256,116,19,6,5,402,"ים תיכוני, אירופאי, ספרדי, בריא","ידידותי לצמחוניים, אפשרויות ללא גלוטן, אפשרויות לטבעונים",‪$$ - $$$‬,94 ₪ - 145 ₪,http://www.lluisdelesmoles.com/,+34 933 17 58 66,,https://www.tripadvisor.co.il/Restaurant_Review-g187497-d1082210-Reviews-Lluis_de_les_moles-Barcelona_Catalonia.html#
Colibri Brunch,מחוז ברצלונה,,,,,,,4.5,337,38,11,7,21,414,"בר, אירופאי, אמריקאי, בית קפה, אנגלי",אפשרויות ללא גלוטן,,18 ₪ - 54 ₪,,,,
Pampero,מחוז ברצלונה,"‪Plaza Doctor Letamendi, 25‬, 08007 ברצלונה ספרד","מס' 350 מתוך 8,850 מסעדות בברצלונה",45,45,45,45,4.5,636,250,54,24,10,974,"מסעדת סטייקים, לטיני, ברביקיו, ארגנטינאי, דרום אמריקאי",אפשרויות ללא גלוטן,‪$$ - $$$‬,80 ₪ - 163 ₪,http://www.pamperobarcelona.com/,+34 935 32 17 51,,
La Niña de Mis Ojos,מחוז ברצלונה,"‪Carrer de Laforja, 83‬, 08021 ברצלונה ספרד","מס' 351 מתוך 8,850 מסעדות בברצלונה",45,45,40,,4.5,228,107,19,5,3,362,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות, משקאות",$$$$,"ים תיכוני, אירופאי, ספרדי, בריא, קטלאנית, בינלאומי",http://www.xn--restaurantelaniademisojos-3bb36k.com/,+34 931 57 85 99,,
Xorus,מחוז ברצלונה,"‪Rambla del Poblenou 105‬, 08005 ברצלונה ספרד","מס' 362 מתוך 8,850 מסעדות בברצלונה",40,40,40,40,4.5,276,180,33,19,12,520,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",‪$$ - $$$‬,"ים תיכוני, אירופאי, ספרדי, קטלאנית",http://www.xorus-braseria.com/,+34 937 68 91 12,,
Osmosis,מחוז ברצלונה,"‪Aribau 100‬, 08036 ברצלונה ספרד","מס' 363 מתוך 8,850 מסעדות בברצלונה",45,45,45,45,4.5,"1,052",306,100,37,27,"1,522","ים תיכוני, אירופאי, ספרדי",אפשרויות ללא גלוטן,$$$$,101 ₪ - 434 ₪,http://www.restauranteosmosis.com/,+34 934 54 52 01,,http://www.restauranteosmosis.com/es/menus/
Quimet & Quimet,מחוז ברצלונה,"‪Poeta Cabanyes 25‬, 08004 ברצלונה ספרד","מס' 366 מתוך 8,850 מסעדות בברצלונה",45,45,45,45,4.5,"1,450",397,137,54,58,"2,096",ידידותי לצמחוניים,"ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות, משקאות",‪$$ - $$$‬,"ים תיכוני, אירופאי, ספרדי, בר יין, קטלאנית",http://www.quimetquimet.com/,+34 934 42 31 42,,
A Casa Mia Trattoria,מחוז ברצלונה,"‪Calle Maria Cubi, 96‬, 08021 ברצלונה ספרד","מס' 370 מתוך 8,850 מסעדות בברצלונה",45,45,45,,4.5,160,41,8,2,4,215,"איטלקי, ים תיכוני, אירופאי","ידידותי לצמחוניים, אפשרויות ללא גלוטן, אפשרויות לטבעונים",‪$$ - $$$‬,119 ₪ - 163 ₪,http://www.trattoriacasamia.es/,+34 934 14 28 84,,
B Burger,מחוז ברצלונה,"‪Carrer d'Arago, 36‬, 08015 ברצלונה ספרד","מס' 372 מתוך 8,850 מסעדות בברצלונה",45,45,45,40,4.5,521,202,56,13,15,807,"אמריקאי, עכשווי",ידידותי לצמחוניים,‪$$ - $$$‬,41 ₪ - 86 ₪,,+34 930 00 14 07,,
Papanato Bar de Patatas,מחוז ברצלונה,,,,,,,4.0,0,1,0,0,0,1,,,,"ארוחת צהריים, ארוחת ערב",,,,
Restaurante La Palmera,מחוז ברצלונה,"‪C/ Enric Granados , 57‬ Enric Granados / Mallorca, 08008 ברצלונה ספרד","מס' 381 מתוך 8,850 מסעדות בברצלונה",45,45,40,40,4.5,204,132,31,5,3,375,"צרפתי, ים תיכוני, אירופאי, ספרדי, קטלאנית","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,94 ₪ - 145 ₪,http://www.lapalmera.cat/,+34 934 53 23 38,5.0,http://www.lapalmera.cat/
L'olivera,מחוז ברצלונה,"‪Carrer Dels Escultors Claperos 39‬, 08018 ברצלונה ספרד","מס' 382 מתוך 8,850 מסעדות בברצלונה",45,45,45,,4.5,340,99,25,10,20,494,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, בראנץ'",‪$$ - $$$‬,"ים תיכוני, ספרדי, ארגנטינאי, אירופאי, קטלאנית",http://www.facebook.com/LOlivera.bar,+34 931 72 48 99,,
Santa Gula,מחוז ברצלונה,"‪Plaza Narcis Oller, 3‬, 08006 ברצלונה ספרד","מס' 391 מתוך 8,850 מסעדות בברצלונה",45,45,40,45,4.5,635,240,50,21,20,966,"ים תיכוני, אירופאי, קטלאנית","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,109 ₪ - 145 ₪,http://www.santagula.es/,+34 931 85 76 49,,
El Pachuco,מחוז ברצלונה,,,,,,,4.5,678,244,55,26,30,"1,033",ידידותי לצמחוניים,"ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",,"מקסיקני, לטיני, בר, גסטרופאב",,,,
Buon Appetito,מחוז ברצלונה,"‪Av. Marques de la argentera, 19‬, 08003 ברצלונה ספרד","מס' 395 מתוך 8,850 מסעדות בברצלונה",45,45,45,45,4.5,536,230,61,30,12,869,"איטלקי, פיצה, ים תיכוני, אירופאי, נפוליטני, קמפניה, סיציליאני, דרום איטלקי","ידידותי לצמחוניים, אפשרויות לטבעונים",‪$$ - $$$‬,54 ₪ - 90 ₪,http://www.buonappetito.es/,+34 932 68 76 33,,https://www.tripadvisor.co.il/Restaurant_Review-g187497-d1226740-Reviews-Buon_Appetito-Barcelona_Catalonia.html#
Via Veneto,מחוז ברצלונה,"‪Ganduxer 10-12‬, 08021 ברצלונה ספרד","מס' 399 מתוך 8,850 מסעדות בברצלונה",45,50,40,45,4.5,428,117,34,30,14,623,"ים תיכוני, אירופאי, ספרדי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",$$$$,253 ₪ - 362 ₪,http://www.viavenetorestaurant.com/,+34 932 00 72 44,6.0,https://c83c2f8e-fe8e-496e-b576-6db12e208eb9.filesusr.com/ugd/31116a_6bcb28a1ce434af481d7f1ee9bdd8510.pdf
La Llimona,מחוז ברצלונה,"‪Carrer De Constanca, 6‬, 08029 ברצלונה ספרד","מס' 401 מתוך 8,850 מסעדות בברצלונה",40,45,45,40,4.5,192,100,25,6,3,326,"ארוחת בוקר, ארוחת צהריים, ארוחת ערב, בראנץ', משקאות","אוכל לקחת, הזמנות, ישיבה בחוץ, ישיבה, טלוויזיה, מגישה אלכוהול, בר מלא, Wi-fi חינם, מקבל כרטיסי אשראי, שירות לשולחנות, יין ובירה, תשלומים דיגיטליים",$,"ים תיכוני, אירופאי, ספרדי, קטלאנית",https://www.facebook.com/lallimona1987/,+34 934 05 19 03,,https://www.facebook.com/lallimona1987
La Textil,מחוז ברצלונה,,,,,,,3.5,5,2,4,4,0,15,"ארגנטינאי, פאב מבשלה, ברביקיו, גריל, פאב, קטלאנית","ארוחת בוקר, ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות, משקאות",,72 ₪ - 127 ₪,,,,
Mont Bar,מחוז ברצלונה,"‪Diputacio 220‬, ברצלונה ספרד","מס' 410 מתוך 8,850 מסעדות בברצלונה",45,45,40,45,4.5,664,228,87,42,47,"1,068","ידידותי לצמחוניים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",$$$$,"ים תיכוני, אירופאי, ספרדי, בריא, קטלאנית",http://montbar.com/,+34 933 23 95 90,7.0,https://www.montbar.com/en/#cuisine
La Guinda,מחוז ברצלונה,"‪Avenida Diagonal, 338‬, 08013 ברצלונה ספרד","מס' 422 מתוך 8,850 מסעדות בברצלונה",,,,,5.0,99,6,1,1,4,111,"בינלאומי, ים תיכוני, ספרדי, פיוז'ן",אפשרויות לטבעונים,‪$$ - $$$‬,72 ₪ - 127 ₪,http://www.gradogsi.com/laguinda,+34 931 09 66 16,7.0,http://qrco.de/laguindaes
Portal De La Pau,מחוז ברצלונה,"‪Plaça Portal de la Pau, 4‬, 08005 ברצלונה ספרד","מס' 423 מתוך 8,850 מסעדות בברצלונה",30,35,30,,4.5,706,75,23,28,98,930,ידידותי לצמחוניים,"בראנץ', ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות, משקאות",‪$$ - $$$‬,"מסעדת סטייקים, אירופאי, קטלאנית, גריל",http://www.portaldelapau.es/,+34 936 67 78 94,,https://portaldelapau.com/menu/
Irati Taverna Basca,מחוז ברצלונה,"‪Carrer del Cardenal Casañas, 17‬, 08002 ברצלונה ספרד","מס' 426 מתוך 8,850 מסעדות בברצלונה",45,40,40,40,4.5,"1,089",635,140,45,49,"1,958","ים תיכוני, אירופאי, ספרדי, גריל",ידידותי לצמחוניים,‪$$ - $$$‬,109 ₪ - 217 ₪,http://iratitavernabasca.com/,+34 933 02 30 84,,
Cervecería Catalana,מחוז ברצלונה,"‪Carrer de Mallorca, 236‬, 08008 ברצלונה ספרד","מס' 430 מתוך 8,850 מסעדות בברצלונה",45,40,40,40,4.5,"7,347","3,841","1,041",326,287,"12,842","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, בראנץ', שעות הלילה המאוחרות",‪$$ - $$$‬,"ים תיכוני, אירופאי, ספרדי, קטלאנית",https://www.facebook.com/Cervecer%C3%ADa-Catalana-539478542770052/,+34 932 16 03 68,7.0,
Gorria,מחוז ברצלונה,"‪Calle Diputación, 421‬, 08013 ברצלונה ספרד","מס' 432 מתוך 8,850 מסעדות בברצלונה",45,45,40,40,4.5,328,192,31,16,7,574,אפשרויות ללא גלוטן,"ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",$$$$,"ים תיכוני, אירופאי, ספרדי",http://www.restaurantegorria.com/,+34 932 45 11 64,,
4makis,מחוז ברצלונה,,,,,,,3.0,2,4,2,2,3,13,"יפני, סושי, אסייתי, פיוז'ן יפני","ארוחת צהריים, ארוחת ערב, משקאות",,51 ₪ - 90 ₪,,,,
Mirabe,מחוז ברצלונה,"‪c/ Manuel Arnus 2‬, 08035 ברצלונה ספרד","מס' 441 מתוך 8,850 מסעדות בברצלונה",45,45,40,45,4.5,719,293,86,31,43,"1,172","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות, משקאות",$$$$,"ים תיכוני, אירופאי, ספרדי, קטלאנית",http://www.mirabe.com/,+34 934 18 58 80,7.0,http://mirabe.com/wp-content/uploads/2018/CartaMirabe.pdf
Bar Centro Burgers & Craft Beer,מחוז ברצלונה,"‪Calle Casp, 55‬, 08010 ברצלונה ספרד","מס' 442 מתוך 8,850 מסעדות בברצלונה",45,45,45,45,4.5,477,108,35,13,24,657,"פאב מבשלה, ברביקיו, אמריקאי","ידידותי לצמחוניים, אפשרויות לטבעונים",‪$$ - $$$‬,43 ₪ - 109 ₪,http://barcentrobcn.com/,+34 931 92 52 55,,https://barcentrobcn.es/wp-content/uploads/2020/06/Nuevo-Menu-2020-ES-1.pdf
La Cova Fumada,מחוז ברצלונה,"‪Calle Baluard, 56‬, 08003 ברצלונה ספרד","מס' 451 מתוך 8,850 מסעדות בברצלונה",45,40,45,45,4.5,992,277,58,23,61,"1,411","מאכלי ים, ים תיכוני, ספרדי, קטלאנית","ארוחת צהריים, ארוחת ערב, בראנץ'",$,135 ₪ - 169 ₪,http://www.facebook.com/pages/La-Cova-Fumada/167510036619950,+34 932 21 40 61,,
Moments,מחוז ברצלונה,"‪Passeig de Gracia, 38-40‬ 38-40, 08007 ברצלונה ספרד","מס' 258 מתוך 1,954 אירופאי בברצלונה",45,45,40,45,4.5,476,128,62,39,16,721,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",$$$$,"אירופאי, ספרדי, קטלאנית",https://www.mandarinoriental.com/barcelona/passeig-de-gracia/fine-dining/restaurants/catalan-cuisine/moments?htl=MOBCN&kw=MOBCN_moments&eng=yext&src=local,+34 931 51 87 81,5.0,https://photos.mandarinoriental.com/is/content/MandarinOriental/barcelona-moments-menu?_ijcid=1656413249825%7C3.2032457463.1631098339959.1103eeba&_ga=2.226424604.78307536.1656330095-127417163.1631098362
Restaurante Leku,מחוז ברצלונה,"‪Carrer de Joan Guell, 189‬ Casi esquina Travessera de les Corts, 08028 ברצלונה ספרד","מס' 455 מתוך 8,850 מסעדות בברצלונה",45,45,40,40,4.5,198,108,24,13,4,347,"אפשרויות לטבעונים, אפשרויות ללא גלוטן, ידידותי לצמחוניים","ארוחת צהריים, ארוחת ערב",‪$$ - $$$‬,"ים תיכוני, אירופאי, ספרדי, עכשווי",http://restauranteleku.es/,+34 934 90 38 10,,https://www.tripadvisor.co.il/UpdateListing-d10292912
CocoVail Beer Hall,מחוז ברצלונה,"‪Calle Aragó 284 bis‬ 284 Bis, 08011 ברצלונה ספרד","מס' 459 מתוך 8,850 מסעדות בברצלונה",45,45,45,,4.5,371,96,31,13,25,536,"אמריקאי, פאב מבשלה, בר, בינלאומי, פאב","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,29 ₪ - 54 ₪,http://www.cocovailbeerhall.com/,+34 937 82 24 79,,http://www.cocovailbeerhall.com/menu/
Gusto,מחוז ברצלונה,,,,,,,4.5,"1,127",361,124,67,63,"1,742","איטלקי, פיצה, ים תיכוני, אירופאי, נפוליטני, קמפניה, סיציליאני, דרום איטלקי","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,51 ₪ - 112 ₪,,,,
Jay's Japanese,מחוז ברצלונה,,,,,,,5.0,14,0,0,0,0,14,יפני,ארוחת ערב,,155 ₪ - 242 ₪,,,,
La Real Hamburguesería,מחוז ברצלונה,,,,,,,4.5,146,71,20,9,3,249,אמריקאי,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,33 ₪ - 47 ₪,,,,
Anauco,מחוז ברצלונה,"‪Valencia 428‬, 08013 ברצלונה ספרד","מס' 471 מתוך 8,850 מסעדות בברצלונה",45,45,45,40,4.5,537,254,45,25,23,884,אמריקאי,"ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",‪$$ - $$$‬,35 ₪ - 69 ₪,http://www.anaucogourmet.es/,+34 936 24 07 97,,
Paco Meralgo,מחוז ברצלונה,,,,,,,4.5,"1,514",699,200,64,65,"2,542","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות",,"ים תיכוני, אירופאי, ספרדי, קטלאנית",,,7.0,
El Vaso de Oro,מחוז ברצלונה,"‪Balboa, 6‬, 08003 ברצלונה ספרד","מס' 485 מתוך 8,850 מסעדות בברצלונה",45,40,40,40,4.5,770,466,103,28,38,"1,405","ארוחת צהריים, ארוחת ערב, שעות הלילה המאוחרות, משקאות","ישיבה, מגישה אלכוהול, בר מלא, מקבל כרטיסי אשראי",‪$$ - $$$‬,"בר, ים תיכוני, אירופאי, ספרדי, קטלאנית",http://www.vasodeoro.com/,+34 933 19 30 98,,http://www.vasodeoro.com/carta/
Bastaix,מחוז ברצלונה,,,,,,,4.5,436,144,51,23,33,687,"ים תיכוני, אירופאי, ספרדי, בר יין, קטלאנית","ידידותי לצמחוניים, אפשרויות לטבעונים, אפשרויות ללא גלוטן",,33 ₪ - 72 ₪,,,,
